PARTICLE_C
x,y
2020-04-10T05:54:56.293Z,4616
2020-04-10T05:55:26.293Z,4446
2020-04-10T05:55:56.293Z,4617
2020-04-10T05:56:26.293Z,4487
2020-04-10T05:56:56.293Z,4479
2020-04-10T05:57:26.293Z,4436
2020-04-10T05:57:56.293Z,4367
2020-04-10T05:58:26.293Z,4175
2020-04-10T05:58:56.293Z,3932
2020-04-10T05:59:26.293Z,3788
2020-04-10T05:59:56.293Z,3769
2020-04-10T06:00:26.293Z,3787
2020-04-10T06:00:56.293Z,3779
2020-04-10T06:01:26.293Z,3862
2020-04-10T06:01:56.293Z,3715
2020-04-10T06:02:26.293Z,3584
2020-04-10T06:02:56.293Z,3492
2020-04-10T06:03:26.293Z,3468
2020-04-10T06:03:56.293Z,3509
2020-04-10T06:04:26.293Z,3396
2020-04-10T06:04:56.293Z,3374
2020-04-10T06:05:26.293Z,3428
2020-04-10T06:05:56.293Z,3296
2020-04-10T06:06:26.293Z,3213
2020-04-10T06:06:56.293Z,3058
2020-04-10T06:07:26.293Z,3125
2020-04-10T06:07:56.293Z,3147
2020-04-10T06:08:26.293Z,3151
2020-04-10T06:08:56.293Z,3119
2020-04-10T06:09:26.293Z,3115
2020-04-10T06:09:56.293Z,2893
2020-04-10T06:10:26.293Z,2937
2020-04-10T06:10:56.293Z,2865
2020-04-10T06:11:26.293Z,2706
2020-04-10T06:11:56.293Z,2639
2020-04-10T06:12:26.293Z,2725
2020-04-10T06:12:56.293Z,2531
2020-04-10T06:13:26.293Z,2439
2020-04-10T06:13:56.293Z,2486
2020-04-10T06:14:26.293Z,2445
2020-04-10T06:14:56.293Z,2300
2020-04-10T06:15:26.293Z,2261
2020-04-10T06:15:56.293Z,2211
2020-04-10T06:16:26.293Z,2074
2020-04-10T06:16:56.293Z,2088
2020-04-10T06:17:26.293Z,2056
2020-04-10T06:17:56.293Z,1915
2020-04-10T06:18:26.293Z,1773
2020-04-10T06:18:56.293Z,1745
2020-04-10T06:19:26.293Z,1705
2020-04-10T06:19:56.293Z,1691
2020-04-10T06:20:26.293Z,1512
2020-04-10T06:20:56.293Z,1413
2020-04-10T06:21:26.293Z,1348
2020-04-10T06:21:56.293Z,1359
2020-04-10T06:22:26.293Z,1299
2020-04-10T06:22:56.293Z,1246
2020-04-10T06:23:26.293Z,1169
2020-04-10T06:23:56.293Z,1148
2020-04-10T06:24:26.293Z,1122
2020-04-10T06:24:56.293Z,1056
2020-04-10T06:25:26.293Z,1013
2020-04-10T06:25:56.293Z,1008
2020-04-10T06:26:26.293Z,937
2020-04-10T06:26:56.293Z,886
2020-04-10T06:27:26.293Z,787
2020-04-10T06:27:56.293Z,802
2020-04-10T06:28:26.293Z,672
2020-04-10T06:28:56.293Z,604
2020-04-10T06:29:26.293Z,518
2020-04-10T06:29:56.293Z,524
2020-04-10T06:30:26.293Z,543
2020-04-10T06:30:56.293Z,475
2020-04-10T06:31:26.293Z,442
2020-04-10T06:31:56.293Z,417
2020-04-10T06:32:26.293Z,350
2020-04-10T06:32:56.293Z,216
2020-04-10T06:33:26.293Z,156
2020-04-10T06:33:56.293Z,131
2020-04-10T06:34:26.293Z,118
2020-04-10T06:34:56.293Z,121
2020-04-10T06:35:26.293Z,121
2020-04-10T06:35:56.293Z,117
2020-04-10T06:36:26.293Z,129
2020-04-10T06:36:56.293Z,132
2020-04-10T06:37:26.293Z,117
2020-04-10T06:37:56.293Z,110
2020-04-10T06:38:26.293Z,92
2020-04-10T06:38:56.293Z,85
2020-04-10T06:39:26.293Z,101
2020-04-10T06:39:56.293Z,102
2020-04-10T06:40:26.293Z,58
2020-04-10T06:40:56.293Z,59
2020-04-10T06:41:26.293Z,65
2020-04-10T06:41:56.293Z,64
2020-04-10T06:42:26.293Z,65
2020-04-10T06:42:56.293Z,34
2020-04-10T06:43:26.293Z,53
2020-04-10T06:43:56.293Z,39
2020-04-10T06:44:26.293Z,39
2020-04-10T06:44:56.293Z,39
2020-04-10T06:45:26.293Z,50
2020-04-10T06:45:56.293Z,46
2020-04-10T06:46:26.293Z,23
2020-04-10T06:46:56.293Z,31
2020-04-10T06:47:26.293Z,19
2020-04-10T06:47:56.293Z,21
2020-04-10T06:48:26.293Z,21
2020-04-10T06:48:56.293Z,21
2020-04-10T06:49:26.293Z,22
2020-04-10T06:49:56.293Z,18
2020-04-10T06:50:26.293Z,23
2020-04-10T06:50:56.293Z,16
2020-04-10T06:51:26.293Z,19
2020-04-10T06:51:56.293Z,26
2020-04-10T06:52:26.293Z,19
2020-04-10T06:52:56.293Z,23
2020-04-10T06:53:26.293Z,19
2020-04-10T06:53:56.293Z,23
2020-04-10T06:54:26.293Z,12
2020-04-10T06:54:56.293Z,18
2020-04-10T06:55:26.293Z,21
2020-04-10T06:55:56.293Z,22
2020-04-10T06:56:26.293Z,24
2020-04-10T06:56:56.293Z,19
2020-04-10T06:57:26.293Z,18
2020-04-10T06:57:56.293Z,22
2020-04-10T06:58:26.293Z,18
2020-04-10T06:58:56.293Z,20
2020-04-10T06:59:26.293Z,22
2020-04-10T06:59:56.293Z,17
2020-04-10T07:00:26.293Z,10
2020-04-10T07:00:56.293Z,21
2020-04-10T07:01:26.293Z,18
2020-04-10T07:01:56.293Z,14
2020-04-10T07:02:26.293Z,23
2020-04-10T07:02:56.293Z,23
2020-04-10T07:03:26.293Z,18
2020-04-10T07:03:56.293Z,24
2020-04-10T07:04:26.293Z,16
2020-04-10T07:04:56.293Z,20
2020-04-10T07:05:26.293Z,15
2020-04-10T07:05:56.293Z,18
2020-04-10T07:06:26.293Z,26
2020-04-10T07:06:56.293Z,19
2020-04-10T07:07:26.293Z,18
2020-04-10T07:07:56.293Z,25
2020-04-10T07:08:26.293Z,31
2020-04-10T07:08:56.293Z,21
2020-04-10T07:09:26.293Z,25
2020-04-10T07:09:56.293Z,18
2020-04-10T07:10:26.293Z,18
2020-04-10T07:10:56.293Z,24
2020-04-10T07:11:26.293Z,20
2020-04-10T07:11:56.293Z,17
2020-04-10T07:12:26.293Z,20
2020-04-10T07:12:56.293Z,19
2020-04-10T07:13:26.293Z,24
2020-04-10T07:13:56.293Z,18
2020-04-10T07:14:26.293Z,25
2020-04-10T07:14:56.293Z,18
2020-04-10T07:15:26.293Z,21
2020-04-10T07:15:56.293Z,21
2020-04-10T07:16:26.293Z,27
2020-04-10T07:16:56.293Z,19
2020-04-10T07:17:26.293Z,18
2020-04-10T07:17:56.293Z,15
2020-04-10T07:18:26.293Z,16
2020-04-10T07:18:56.293Z,25
2020-04-10T07:19:26.293Z,19
2020-04-10T07:19:56.293Z,17
2020-04-10T07:20:26.293Z,16
2020-04-10T07:20:56.293Z,9
2020-04-10T07:21:26.293Z,15
2020-04-10T07:21:56.293Z,17
2020-04-10T07:22:26.293Z,12
2020-04-10T07:22:56.293Z,13
2020-04-10T07:23:26.293Z,19
2020-04-10T07:23:56.293Z,20
2020-04-10T07:24:26.293Z,17
2020-04-10T07:24:56.293Z,19
2020-04-10T07:25:26.293Z,21
2020-04-10T07:25:56.293Z,18
2020-04-10T07:26:26.293Z,21
2020-04-10T07:26:56.293Z,19
2020-04-10T07:27:26.293Z,22
2020-04-10T07:27:56.293Z,16
2020-04-10T07:28:26.293Z,18
2020-04-10T07:28:56.293Z,21
2020-04-10T07:29:26.293Z,19
2020-04-10T07:29:56.293Z,15
2020-04-10T07:30:26.293Z,16
2020-04-10T07:30:56.293Z,17
2020-04-10T07:31:26.293Z,13
2020-04-10T07:31:56.293Z,19
2020-04-10T07:32:26.293Z,17
2020-04-10T07:32:56.293Z,16
2020-04-10T07:33:26.293Z,16
2020-04-10T07:33:56.293Z,24
2020-04-10T07:34:26.293Z,24
2020-04-10T07:34:56.293Z,17
2020-04-10T07:35:26.293Z,21
2020-04-10T07:35:56.293Z,21
2020-04-10T07:36:26.293Z,17
2020-04-10T07:36:56.293Z,17
2020-04-10T07:37:26.293Z,19
2020-04-10T07:37:56.293Z,15
2020-04-10T07:38:26.293Z,24
2020-04-10T07:38:56.293Z,18
2020-04-10T07:39:26.293Z,28
2020-04-10T07:39:56.293Z,21
2020-04-10T07:40:26.293Z,21
2020-04-10T07:40:56.293Z,26
2020-04-10T07:41:26.293Z,29
2020-04-10T07:41:56.293Z,19
2020-04-10T07:42:26.293Z,33
2020-04-10T07:42:56.293Z,19
2020-04-10T07:43:26.293Z,23
2020-04-10T07:43:56.293Z,20
2020-04-10T07:44:26.293Z,20
2020-04-10T07:44:56.293Z,24
2020-04-10T07:45:26.293Z,22
2020-04-10T07:45:56.293Z,21
2020-04-10T07:46:26.293Z,26
2020-04-10T07:46:56.293Z,39
2020-04-10T07:47:26.293Z,38
2020-04-10T07:47:56.293Z,33
2020-04-10T07:48:26.293Z,35
2020-04-10T07:48:56.293Z,30
2020-04-10T07:49:26.293Z,31
2020-04-10T07:49:56.293Z,25
2020-04-10T07:50:26.293Z,32
2020-04-10T07:50:56.293Z,36
2020-04-10T07:51:26.293Z,25
2020-04-10T07:51:56.293Z,34
2020-04-10T07:52:26.293Z,23
2020-04-10T07:52:56.293Z,29
2020-04-10T07:53:26.293Z,37
2020-04-10T07:53:56.293Z,23
2020-04-10T07:54:26.293Z,34
2020-04-10T07:54:56.293Z,28
2020-04-10T07:55:26.293Z,26
2020-04-10T07:55:56.293Z,26
2020-04-10T07:56:26.293Z,29
2020-04-10T07:56:56.293Z,28
2020-04-10T07:57:26.293Z,28
2020-04-10T07:57:56.293Z,32
2020-04-10T07:58:26.293Z,25
2020-04-10T07:58:56.293Z,26
2020-04-10T07:59:26.293Z,15
2020-04-10T07:59:56.293Z,20
2020-04-10T08:00:26.293Z,16
2020-04-10T08:00:56.293Z,18
2020-04-10T08:01:26.293Z,14
2020-04-10T08:01:56.293Z,27
2020-04-10T08:02:26.293Z,20
2020-04-10T08:02:56.293Z,23
2020-04-10T08:03:26.293Z,16
2020-04-10T08:03:56.293Z,25
2020-04-10T08:04:26.293Z,10
2020-04-10T08:04:56.293Z,19
2020-04-10T08:05:26.293Z,20
2020-04-10T08:05:56.293Z,21
2020-04-10T08:06:26.293Z,18
2020-04-10T08:06:56.293Z,22
2020-04-10T08:07:26.293Z,20
2020-04-10T08:07:56.293Z,23
2020-04-10T08:08:26.293Z,20
2020-04-10T08:08:56.293Z,22
2020-04-10T08:09:26.294Z,17
2020-04-10T08:09:56.294Z,20

